input_token,big,brown,calico,cat,dog,lay,mat,on,red,rug,sat,small,tabby,the
brown|the|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brown|the|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brown|the|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brown|the|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brown|the|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brown|the|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brown|the|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brown|the|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|big|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|brown|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|calico|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|cat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|cat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|cat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|cat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|cat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|cat|lay,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,4.6388,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568
calico|cat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|cat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|cat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|cat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|cat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|cat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|cat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|cat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|dog|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|lay|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|mat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|on|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|red|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|rug|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|sat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|small|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|tabby|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico|the|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|big|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|brown|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|calico|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|cat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|dog|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|lay|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|lay|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|lay|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|lay|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|lay|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|lay|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|lay|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|lay|on,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,4.6388
cat|lay|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|lay|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|lay|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|lay|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|lay|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|lay|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|mat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|on|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|red|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|rug|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat|on,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,-0.3568,4.6388
cat|sat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|sat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|small|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat|tabby|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
